ID	名称	类型	品质	装备说明	初始值	升级成长值	Icom图片路径	海报图片路径	名字图片路径	orderId	套装
759	冥·格里芬(特典)	1	5	经上古冥王结晶熔炼而成的格里芬，穿戴2件以上冥王套装将触发冥王套装效果。	1100	101	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equiptex/tex_weapon_fengesi.png	388	5,6
760	格里芬(典藏)	1	1	四皇红发香克斯的佩剑。	600	48	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	0	none
761	进化格里芬(典藏)	1	5	四皇红发香克斯的佩剑，进化后能力更强。	1050	93	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	0	none
762	天·格里芬(典藏)	1	5	经上古天王结晶熔炼而成的格里芬，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equiptex/tex_weapon_fengesi.png	386	1,2
763	海·格里芬(典藏)	1	5	经上古海王结晶熔炼而成的格里芬，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equiptex/tex_weapon_fengesi.png	387	3,4
764	冥·格里芬(典藏)	1	5	经上古冥王结晶熔炼而成的格里芬，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equiptex/tex_weapon_fengesi.png	388	5,6

765	黄金棍	1	1	艾尼路的武器。	210	16	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	0	none
766	进化黄金棍	1	5	艾尼路的武器，进化后能力更强。	360	31	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	0	none
767	天·黄金棍	1	5	经上古天王结晶熔炼而成的黄金棍，穿戴2件以上天王套装将触发天王套装效果。	550	51	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	equiptex/tex_weapon_huangjingun.png	386	1,2
768	海·黄金棍	1	5	经上古海王结晶熔炼而成的黄金棍，穿戴2件以上海王套装将触发海王套装效果。	550	51	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	equiptex/tex_weapon_huangjingun.png	387	3,4
769	冥·黄金棍	1	5	经上古冥王结晶熔炼而成的黄金棍，穿戴2件以上冥王套装将触发冥王套装效果。	550	51	equipposter/poster_weapon_huangjingun.png	equipposter/poster_weapon_huangjingun.png	equiptex/tex_weapon_huangjingun.png	388	5,6

770	神罚(冠军限定)	1	5	冠军限定版神罚，只能通过决斗榜获得。	1350	93	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	0	none
771	天·神罚(冠军限定)	1	5	经上古天王结晶熔炼而成的神罚，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	386	1,2
772	海·神罚(冠军限定)	1	5	经上古海王结晶熔炼而成的神罚，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	387	3,4
773	冥·神罚(冠军限定)	1	5	经上古冥王结晶熔炼而成的神罚，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	388	5,6

774	神域(冠军限定)	2	5	冠军限定版神域，只能通过决斗榜获得。	650	93	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	0	none
775	天·神域(冠军限定)	2	5	经上古天王结晶熔炼而成的神域，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	386	1,2
776	海·神域(冠军限定)	2	5	经上古海王结晶熔炼而成的神域，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	387	3,4
777	冥·神域(冠军限定)	2	5	经上古冥王结晶熔炼而成的神域，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	388	5,6

778	神恩(冠军限定)	3	5	冠军限定版神恩，只能通过决斗榜获得。	1850	93	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	0	none
779	天·神恩(冠军限定)	3	5	经上古天王结晶熔炼而成的神恩，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	386	1,2
780	海·神恩(冠军限定)	3	5	经上古海王结晶熔炼而成的神恩，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	387	3,4
781	冥·神恩(冠军限定)	3	5	经上古冥王结晶熔炼而成的神恩，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	388	5,6

782	神罚(亚军限定)	1	5	亚军限定版神罚，只能通过决斗榜获得。	950	93	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	0	none
783	天·神罚(亚军限定)	1	5	经上古天王结晶熔炼而成的神罚，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	386	1,2
784	海·神罚(亚军限定)	1	5	经上古海王结晶熔炼而成的神罚，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	387	3,4
785	冥·神罚(亚军限定)	1	5	经上古冥王结晶熔炼而成的神罚，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_weapon_shenfa.png	equipposter/poster_weapon_shenfa.png	equiptex/tex_weapon_shenfa.png	388	5,6

786	神域(亚军限定)	2	5	亚军限定版神域，只能通过决斗榜获得。	450	93	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	0	none
787	天·神域(亚军限定)	2	5	经上古天王结晶熔炼而成的神域，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	386	1,2
788	海·神域(亚军限定)	2	5	经上古海王结晶熔炼而成的神域，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	387	3,4
789	冥·神域(亚军限定)	2	5	经上古冥王结晶熔炼而成的神域，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_clothes_shenyu.png	equipposter/poster_clothes_shenyu.png	equiptex/tex_weapon_shenyu.png	388	5,6

790	神恩(亚军限定)	3	5	亚军限定版神恩，只能通过决斗榜获得。	1250	93	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	0	none
791	天·神恩(亚军限定)	3	5	经上古天王结晶熔炼而成的神恩，穿戴2件以上天王套装将触发天王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	386	1,2
792	海·神恩(亚军限定)	3	5	经上古海王结晶熔炼而成的神恩，穿戴2件以上海王套装将触发海王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	387	3,4
793	冥·神恩(亚军限定)	3	5	经上古冥王结晶熔炼而成的神恩，穿戴2件以上冥王套装将触发冥王套装效果。	1650	153	equipposter/poster_jewelry_shenen.png	equipposter/poster_jewelry_shenen.png	equiptex/tex_weapon_shenen.png	388	5,6
794 阎魔(牛年专属)	1	5	前海贼王船员光月·御田的佩刀，传说中斩龙的利刃，会蚕食使用者的霸气，进化后能力更强。	800	60	equipposter/poster_weapon_yanmo.png	equipposter/poster_weapon_yanmo.png	equiptex/tex_weapon_yanmo.png	341	none
795	进化阎魔(牛年专属)	1	5	前海贼王船员光月·御田的佩刀，传说中斩龙的利刃，会蚕食使用者的霸气，进化后能力更强。	1350	105	equipposter/poster_weapon_yanmo.png	equipposter/poster_weapon_yanmo.png	equiptex/tex_weapon_yanmo.png	342	none

796	天·阎魔(牛年专属)	1	5	经上古天王结晶熔炼而成的阎魔，穿戴2件以上天王套装将触发天王套装效果。	2160	145	equipposter/poster_weapon_yanmo.png	equipposter/poster_weapon_yanmo.png	equiptex/tex_weapon_yanmo.png	386	1,2
797	海·阎魔(牛年专属)	1	5	经上古海王结晶熔炼而成的阎魔，穿戴2件以上海王套装将触发海王套装效果。	2160	145	equipposter/poster_weapon_yanmo.png	equipposter/poster_weapon_yanmo.png	equiptex/tex_weapon_yanmo.png	387	3,4
798	冥·阎魔(牛年专属)	1	5	经上古冥王结晶熔炼而成的阎魔，穿戴2件以上冥王套装将触发冥王套装效果。	2160	145	equipposter/poster_weapon_yanmo.png	equipposter/poster_weapon_yanmo.png	equiptex/tex_weapon_yanmo.png	388	5,6
799	科学战斗服(牛年专属)	2	5	杰尔马家族的科技战斗服，超越了人类的极限，具备极强的防御力，以及各种特殊的能力。	600	30	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	0	none
800	进化战斗服(牛年专属)	2	5	杰尔马家族的科技战斗服，超越了人类的极限，具备极强的防御力，以及各种特殊的能力，进化后能力更强。	850	75	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	0	none
801	天·战斗服(牛年专属)	2	5	经上古天王结晶熔炼而成的战斗服，穿戴2件以上天王套装将触发天王套装效果。	1600	135	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	equiptex/tex_weapon_zhandoufu.png	386	1,2
802	海·战斗服(牛年专属)	2	5	经上古海王结晶熔炼而成的战斗服，穿戴2件以上海王套装将触发海王套装效果。	1600	135	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	equiptex/tex_weapon_zhandoufu.png	387	3,4
803	冥·战斗服(牛年专属)	2	5	经上古冥王结晶熔炼而成的战斗服，穿戴2件以上冥王套装将触发冥王套装效果。	1600	135	equipposter/poster_clothes_zhandoufu.png	equipposter/poster_clothes_zhandoufu.png	equiptex/tex_weapon_zhandoufu.png	388	5,6
804 海洋之心(牛年专属)	3	5	鲜艳深蓝色的透明钻石，光芒四射的外表下隐藏着充满厄运与不幸的历史。	1300	87.3	equipposter/poster_jewelry_haiyangzhixin.png	equipposter/poster_jewelry_haiyangzhixin.png	equiptex/tex_jewelry_haiyangzhixin.png	381	none
805 进化海洋之心(牛年专属)	3	5	鲜艳深蓝色的透明钻石，光芒四射的外表下隐藏着充满厄运与不幸的历史。	1800	147.3	equipposter/poster_jewelry_haiyangzhixin.png	equipposter/poster_jewelry_haiyangzhixin.png	equiptex/tex_jewelry_haiyangzhixin.png	382	none
806	天·海洋之心(牛年专属)	3	5	经上古天王结晶熔炼而成的海洋之心，穿戴2件以上天王套装将触发天王套装效果。	2292	207.3	equipposter/poster_jewelry_haiyangzhixin.png	equipposter/poster_jewelry_haiyangzhixin.png	equiptex/tex_jewelry_haiyangzhixin.png	386	1,2
807	海·海洋之心(牛年专属)	3	5	经上古海王结晶熔炼而成的海洋之心，穿戴2件以上海王套装将触发海王套装效果。	2292	207.3	equipposter/poster_jewelry_haiyangzhixin.png	equipposter/poster_jewelry_haiyangzhixin.png	equiptex/tex_jewelry_haiyangzhixin.png	387	3,4
808	冥·海洋之心(牛年专属)	3	5	经上古冥王结晶熔炼而成的海洋之心，穿戴2件以上冥王套装将触发冥王套装效果。	2292	207.3	equipposter/poster_jewelry_haiyangzhixin.png	equipposter/poster_jewelry_haiyangzhixin.png	equiptex/tex_jewelry_haiyangzhixin.png	388	5,6

809	海·格里芬(牛年专属)	1	5	经上古海王结晶熔炼而成的格里芬，穿戴2件以上海王套装将触发海王套装效果。	2160	153	equipposter/poster_weapon_fengesi.png	equipposter/poster_weapon_fengesi.png	equiptex/tex_weapon_fengesi.png	387	3,4

810	重力杖刀(元宵专属)	1	4	海军大将藤虎所使用的杖刀，锋利无比，可以击落天空之上的陨石。	20	15	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	none
811	重力杖刀(元宵专属)	1	3	海军大将藤虎所使用的杖刀，锋利无比，可以击落天空之上的陨石。	50	15	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	none
812	重力杖刀(元宵专属)	1	2	海军大将藤虎所使用的杖刀，锋利无比，可以击落天空之上的陨石。	200	15	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	none
813	重力杖刀(元宵专属)	1	1	海军大将藤虎所使用的杖刀，锋利无比，可以击落天空之上的陨石。	600	15	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	none
814	进化杖刀(元宵专属)	1	5	海军大将藤虎所使用的杖刀，锋利无比，可以击落天空之上的陨石。	1050	15	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	none

815	天·杖刀(元宵专属)	1	5	经上古天王结晶熔炼而成的杖刀，穿戴2件以上天王套装将触发天王套装效果。	1650	150	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	1,2
816	海·杖刀(元宵专属)	1	5	经上古海王结晶熔炼而成的杖刀，穿戴2件以上海王套装将触发海王套装效果。	1650	150	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	3,4
817	冥·杖刀(元宵专属)	1	5	经上古冥王结晶熔炼而成的杖刀，穿戴2件以上冥王套装将触发冥王套装效果。	1650	150	equipposter/poster_weapon_zhangdao.png	equipposter/poster_weapon_zhangdao.png	equiptex/tex_weapon_zhangdao.png	1	5,6

818 火烈鸟大氅(牛年专属)	2	1	牛年专属装备，只在新年期间获得，华贵无比，绝版神装。	297	24.3	equipposter/poster_clothes_huolieniaodachang.png	equipposter/poster_clothes_huolieniaodachang.png	equiptex/tex_clothes_huolieniaodachang.png	1	none
819 进化火烈鸟(牛年专属)	2	5	牛年专属装备，只在新年期间获得，华贵无比，绝版神装。	747	69.3	equipposter/poster_clothes_huolieniaodachang.png	equipposter/poster_clothes_huolieniaodachang.png	equiptex/tex_clothes_huolieniaodachang.png	1	none
820	天·火烈鸟(牛年专属)	2	5	牛年专属装备的火烈鸟，穿戴2件以上天王套装将触发天王套装效果。	1347	126.3	equipposter/poster_clothes_huolieniaodachang.png	equipposter/poster_clothes_huolieniaodachang.png	equiptex/tex_clothes_huolieniaodachang.png	386	1,2
821	海·火烈鸟(牛年专属)	2	5	牛年专属装备的火烈鸟，穿戴2件以上海王套装将触发海王套装效果。	1347	126.3	equipposter/poster_clothes_huolieniaodachang.png	equipposter/poster_clothes_huolieniaodachang.png	equiptex/tex_clothes_huolieniaodachang.png	387	3,4
822	冥·火烈鸟(牛年专属)	2	5	牛年专属装备的火烈鸟，穿戴2件以上冥王套装将触发冥王套装效果。	1347	126.3	equipposter/poster_clothes_huolieniaodachang.png	equipposter/poster_clothes_huolieniaodachang.png	equiptex/tex_clothes_huolieniaodachang.png	388	5,6

823	雷鸣狼牙棒(牛年专属)	1	1	经海楼石制成的狼牙棒，表面被雷电覆盖，百兽凯多的武器，一击将五皇路飞秒杀。	600	45	equipposter/poster_weapon_leimingbagua.png	equipposter/poster_weapon_leimingbagua.png	equipposter/poster_weapon_leimingbagua.png	0	none
824	进化狼牙棒(牛年专属)	1	5	经海楼石制成的狼牙棒，表面被雷电覆盖，百兽凯多的武器，一击将五皇路飞秒杀，进化后能力更强。	1050	90	equipposter/poster_weapon_leimingbagua.png	equipposter/poster_weapon_leimingbagua.png	equipposter/poster_weapon_leimingbagua.png	0	none
825	天·狼牙棒(牛年专属)	1	5	经上古天王结晶熔炼而成的雷鸣狼牙棒，穿戴2件以上天王套装将触发天王套装效果。	1650	150	equipposter/poster_weapon_leimingbagua.png	equipposter/poster_weapon_leimingbagua.png	equiptex/tex_weapon_leimingbagua.png	386	1,2
